filename,label,label_idx
triangle_0104.png,triangle,2
square_0105.png,square,1
circle_0106.png,circle,0
triangle_0107.png,triangle,2
square_0108.png,square,1
triangle_0109.png,triangle,2
triangle_0110.png,triangle,2
star_0111.png,star,3
triangle_0112.png,triangle,2
triangle_0113.png,triangle,2
square_0114.png,square,1
circle_0115.png,circle,0
circle_0116.png,circle,0
triangle_0117.png,triangle,2
star_0118.png,star,3
circle_0119.png,circle,0
star_0120.png,star,3
circle_0121.png,circle,0
star_0122.png,star,3
triangle_0123.png,triangle,2
square_0124.png,square,1
square_0125.png,square,1
square_0126.png,square,1
square_0127.png,square,1
circle_0128.png,circle,0
triangle_0129.png,triangle,2
square_0130.png,square,1
triangle_0131.png,triangle,2
triangle_0132.png,triangle,2
square_0133.png,square,1
star_0134.png,star,3
star_0135.png,star,3
square_0136.png,square,1
star_0137.png,star,3
square_0138.png,square,1
star_0139.png,star,3
star_0140.png,star,3
square_0141.png,square,1
square_0142.png,square,1
circle_0143.png,circle,0
star_0144.png,star,3
star_0145.png,star,3
square_0146.png,square,1
triangle_0147.png,triangle,2
circle_0148.png,circle,0
star_0149.png,star,3
square_0150.png,square,1
triangle_0151.png,triangle,2
circle_0152.png,circle,0
square_0153.png,square,1
square_0154.png,square,1
circle_0155.png,circle,0
triangle_0156.png,triangle,2
square_0157.png,square,1
square_0158.png,square,1
star_0159.png,star,3
triangle_0160.png,triangle,2
triangle_0161.png,triangle,2
star_0162.png,star,3
triangle_0163.png,triangle,2
circle_0164.png,circle,0
square_0165.png,square,1
square_0166.png,square,1
circle_0167.png,circle,0
circle_0168.png,circle,0
star_0169.png,star,3
square_0170.png,square,1
star_0171.png,star,3
triangle_0172.png,triangle,2
circle_0173.png,circle,0
star_0174.png,star,3
triangle_0175.png,triangle,2
square_0176.png,square,1
triangle_0177.png,triangle,2
square_0178.png,square,1
triangle_0179.png,triangle,2
triangle_0180.png,triangle,2
circle_0181.png,circle,0
star_0182.png,star,3
triangle_0183.png,triangle,2
star_0184.png,star,3
circle_0185.png,circle,0
square_0186.png,square,1
square_0187.png,square,1
star_0188.png,star,3
triangle_0189.png,triangle,2
star_0190.png,star,3
square_0191.png,square,1
square_0192.png,square,1
star_0193.png,star,3
square_0194.png,square,1
star_0195.png,star,3
star_0196.png,star,3
star_0197.png,star,3
star_0198.png,star,3
triangle_0199.png,triangle,2
circle_0200.png,circle,0
triangle_0201.png,triangle,2
triangle_0202.png,triangle,2
triangle_0203.png,triangle,2
circle_0204.png,circle,0
circle_0205.png,circle,0
star_0206.png,star,3
square_0207.png,square,1
square_0208.png,square,1
triangle_0209.png,triangle,2
triangle_0210.png,triangle,2
square_0211.png,square,1
triangle_0212.png,triangle,2
star_0213.png,star,3
circle_0214.png,circle,0
triangle_0215.png,triangle,2
square_0216.png,square,1
square_0217.png,square,1
circle_0218.png,circle,0
circle_0219.png,circle,0
square_0220.png,square,1
triangle_0221.png,triangle,2
circle_0222.png,circle,0
circle_0223.png,circle,0
triangle_0224.png,triangle,2
triangle_0225.png,triangle,2
triangle_0226.png,triangle,2
triangle_0227.png,triangle,2
circle_0228.png,circle,0
star_0229.png,star,3
circle_0230.png,circle,0
star_0231.png,star,3
circle_0232.png,circle,0
square_0233.png,square,1
circle_0234.png,circle,0
star_0235.png,star,3
triangle_0236.png,triangle,2
star_0237.png,star,3
square_0238.png,square,1
star_0239.png,star,3
circle_0240.png,circle,0
triangle_0241.png,triangle,2
circle_0242.png,circle,0
circle_0243.png,circle,0
circle_0244.png,circle,0
square_0245.png,square,1
triangle_0246.png,triangle,2
square_0247.png,square,1
triangle_0248.png,triangle,2
circle_0249.png,circle,0
square_0250.png,square,1
triangle_0251.png,triangle,2
circle_0252.png,circle,0
triangle_0253.png,triangle,2
square_0254.png,square,1
circle_0255.png,circle,0
triangle_0256.png,triangle,2
triangle_0257.png,triangle,2
circle_0258.png,circle,0
star_0259.png,star,3
circle_0260.png,circle,0
triangle_0261.png,triangle,2
star_0262.png,star,3
star_0263.png,star,3
star_0264.png,star,3
star_0265.png,star,3
circle_0266.png,circle,0
circle_0267.png,circle,0
square_0268.png,square,1
triangle_0269.png,triangle,2
square_0270.png,square,1
square_0271.png,square,1
circle_0272.png,circle,0
star_0273.png,star,3
star_0274.png,star,3
circle_0275.png,circle,0
circle_0276.png,circle,0
circle_0277.png,circle,0
circle_0278.png,circle,0
triangle_0279.png,triangle,2
triangle_0280.png,triangle,2
circle_0281.png,circle,0
star_0282.png,star,3
star_0283.png,star,3
triangle_0284.png,triangle,2
triangle_0285.png,triangle,2
square_0286.png,square,1
triangle_0287.png,triangle,2
star_0288.png,star,3
square_0289.png,square,1
star_0290.png,star,3
star_0291.png,star,3
circle_0292.png,circle,0
triangle_0293.png,triangle,2
triangle_0294.png,triangle,2
triangle_0295.png,triangle,2
triangle_0296.png,triangle,2
star_0297.png,star,3
triangle_0298.png,triangle,2
square_0299.png,square,1
circle_0300.png,circle,0
square_0301.png,square,1
triangle_0302.png,triangle,2
square_0303.png,square,1
star_0304.png,star,3
square_0305.png,square,1
circle_0306.png,circle,0
square_0307.png,square,1
star_0308.png,star,3
triangle_0309.png,triangle,2
square_0310.png,square,1
star_0311.png,star,3
triangle_0312.png,triangle,2
star_0313.png,star,3
star_0314.png,star,3
triangle_0315.png,triangle,2
circle_0316.png,circle,0
star_0317.png,star,3
circle_0318.png,circle,0
square_0319.png,square,1
square_0320.png,square,1
square_0321.png,square,1
square_0322.png,square,1
circle_0323.png,circle,0
square_0324.png,square,1
triangle_0325.png,triangle,2
star_0326.png,star,3
star_0327.png,star,3
circle_0328.png,circle,0
star_0329.png,star,3
star_0330.png,star,3
square_0331.png,square,1
square_0332.png,square,1
circle_0333.png,circle,0
circle_0334.png,circle,0
circle_0335.png,circle,0
triangle_0336.png,triangle,2
square_0337.png,square,1
star_0338.png,star,3
star_0339.png,star,3
square_0340.png,square,1
triangle_0341.png,triangle,2
circle_0342.png,circle,0
square_0343.png,square,1
circle_0344.png,circle,0
triangle_0345.png,triangle,2
triangle_0346.png,triangle,2
circle_0347.png,circle,0
square_0348.png,square,1
star_0349.png,star,3
square_0350.png,square,1
square_0351.png,square,1
circle_0352.png,circle,0
square_0353.png,square,1
star_0354.png,star,3
star_0355.png,star,3
square_0356.png,square,1
square_0357.png,square,1
circle_0358.png,circle,0
star_0359.png,star,3
square_0360.png,square,1
star_0361.png,star,3
star_0362.png,star,3
circle_0363.png,circle,0
circle_0364.png,circle,0
square_0365.png,square,1
star_0366.png,star,3
triangle_0367.png,triangle,2
square_0368.png,square,1
triangle_0369.png,triangle,2
star_0370.png,star,3
star_0371.png,star,3
star_0372.png,star,3
star_0373.png,star,3
square_0374.png,square,1
triangle_0375.png,triangle,2
circle_0376.png,circle,0
star_0377.png,star,3
triangle_0378.png,triangle,2
square_0379.png,square,1
square_0380.png,square,1
circle_0381.png,circle,0
circle_0382.png,circle,0
circle_0383.png,circle,0
triangle_0384.png,triangle,2
star_0385.png,star,3
circle_0386.png,circle,0
triangle_0387.png,triangle,2
star_0388.png,star,3
star_0389.png,star,3
circle_0390.png,circle,0
star_0391.png,star,3
circle_0392.png,circle,0
square_0393.png,square,1
square_0394.png,square,1
square_0395.png,square,1
star_0396.png,star,3
circle_0397.png,circle,0
circle_0398.png,circle,0
star_0399.png,star,3
